deposit_number,axn,registry_title,observed_body_subject,work_locus,identity_status,restoration_status,conflict_status,severity,evidence,recommendation,projection_status,repair_priority,bibliographic_type_status,registry_content_type,recommended_content_type,creator_role_status,registry_creator,observed_byline,title_status,version_identity_status,registry_version,observed_body_version,manifestation_status,date_status,body_declaration_status,review_status,canonical_match_basis,audit_snapshot_commit,audit_date,oai_recommendation,license_status,batch_action,audit_history,registration_disposition,registration_disposition_reason,lifecycle_state,lifecycle_note,lifecycle_basis,lifecycle_confidence,lifecycle_status,standing_basis,relations,defect_codes,migration_provenance
607,AXN:01C4,Capabilities Summary,Capabilities Summary,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Catalog and canonical body data/texts/AXN-01C4-text.md agree on title, Lee Sharks byline, March 2026 dating, and the work's résumé/capabilities-summary function.",Retain. Type enrichment to 'professional capabilities statement' is optional.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,Short work,Professional capabilities statement / short work,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, or presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, bibliographic type, version/date roles, and the audit capsule in the OAI projection.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
608,AXN:01C5,OPERATOR KERNEL SPECIFICATION v1.0 System of Recursive Magic: The Mandala,OPERATOR KERNEL SPECIFICATION v1.0 — System of Recursive Magic: The Mandala,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Catalog creator is Johannes Sigil. Canonical body data/texts/AXN-01C5-text.md declares Author: Lee Sharks (MANUS, Tier 0), With: Johannes Sigil; version, date, and specification form otherwise align.",Set Lee Sharks as author/operator and Johannes Sigil as contributing heteronym or co-creative role rather than flattening the record to Johannes Sigil alone.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,ACCURATE_OR_COMPATIBLE,Specification,Normative operator-kernel specification,BYLINE_CONFLICT_OR_ROLE_COLLAPSE,Johannes Sigil,"Lee Sharks (MANUS, Tier 0), with Johannes Sigil",MATCH,NO_CONFLICT_OBSERVED,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, or presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, bibliographic type, version/date roles, and the audit capsule in the OAI projection.",NOT_YET_AUDITED,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material registry/body conflict must be corrected or explicitly declared before unqualified harvest.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
609,AXN:01C6,System of Recursive Magic: The Mandala Complete Eight-Part Series,System of Recursive Magic: The Mandala — Complete Eight-Part Series,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Catalog creator/date are Johannes Sigil and 2026-03-28. Canonical body data/texts/AXN-01C6-text.md declares Author: Lee Sharks, Date: October 19, 2025, Source: Mind Control Poems blog series; Part I further states Lee Sharks, sole author, with Johannes Sigil, July 2025.",Model Lee Sharks as author and Johannes Sigil as contributing heteronym. Separate original series dates/source publication (2025) from 2026 archive deposit or minting date. Type as collected operational series/framework rather than a single scholarly essay.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,HYBRID_UNDERDESCRIBED,Scholarly essay,Collected operational series / symbolic-system framework,BYLINE_CONFLICT_OR_ROLE_COLLAPSE,Johannes Sigil,Lee Sharks; with Johannes Sigil,MATCH,NO_CONFLICT_OBSERVED,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,ORIGINAL_PUBLICATION_AND_DEPOSIT_DATE_COLLAPSED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, license, lifecycle, or date presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, lifecycle/version standing, license, date roles, and the audit capsule in OAI.",NOT_AUDITED,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material registry/body conflict must be corrected or explicitly declared before unqualified harvest.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
610,AXN:01C8,WHOSE IMAGE AND SUPERSCRIPTION? Toward a Semantic Economics of the Mint,WHOSE IMAGE AND SUPERSCRIPTION? — Toward a Semantic Economics of the Mint,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Canonical body data/texts/AXN-01C8-text.md declares Version 1.0 DRAFT pending MANUS ratification; authors Rex Fraction, Rebekah Cranes & Lee Sharks; date March–April 2026; license CC BY-SA 4.0. Catalog exposes creator Rex Fraction, date 2026-03-29, license CC-BY-4.0, with no draft standing.",Preserve draft standing; model all authors and MANUS role; split date roles; reconcile license to the body-declared CC BY-SA 4.0 or document an authorized later license change with provenance.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,ACCURATE_OR_COMPATIBLE,Theoretical paper,Theoretical paper / founding-discipline draft,ROLE_COLLAPSE,Rex Fraction,"Rex Fraction, Rebekah Cranes & Lee Sharks",MATCH,NO_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,DATE_RANGE_AND_SINGLE_DATE_COLLAPSED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, license, lifecycle, or date presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, lifecycle/version standing, license, date roles, and the audit capsule in OAI.",CONFLICT,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material registry/body conflict must be corrected or explicitly declared before unqualified harvest.,PENDING,DRAFT_PENDING,BODY_DECLARATION,PROVISIONAL,DRAFT_PENDING,"[""legacy lifecycle basis: BODY_DECLARATION"", ""legacy lifecycle confidence: PROVISIONAL""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""DRAFT_PENDING"", ""lifecycle_state_legacy"": ""PENDING"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
611,AXN:01CA,THE BLOT THAT SPREAD A Speculative Numismatic History,THE BLOT THAT SPREAD — A Speculative Numismatic History,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Canonical body data/texts/AXN-01CA-text.md declares Version 1.0 DRAFT pending MANUS ratification; authors Ayanna Vox, Rex Fraction, Sparrow Wells & Lee Sharks; Genre: Speculative Numismatics / Retrocausal Fiction / Performative Memo; license CC BY-SA 4.0. Catalog lists Ayanna Vox alone and CC-BY-4.0.","Model the complete byline and role provenance, retain draft lifecycle, and reconcile the license. Preserve the multi-genre type rather than prose-only flattening.",REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,HYBRID_UNDERDESCRIBED,Creative work (prose),Speculative numismatics / retrocausal fiction / performative memo,ROLE_COLLAPSE,Ayanna Vox,"Ayanna Vox, Rex Fraction, Sparrow Wells & Lee Sharks",MATCH,NO_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, license, lifecycle, or date presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, lifecycle/version standing, license, date roles, and the audit capsule in OAI.",CONFLICT,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material registry/body conflict must be corrected or explicitly declared before unqualified harvest.,PENDING,DRAFT_PENDING,BODY_DECLARATION,PROVISIONAL,DRAFT_PENDING,"[""legacy lifecycle basis: BODY_DECLARATION"", ""legacy lifecycle confidence: PROVISIONAL""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""DRAFT_PENDING"", ""lifecycle_state_legacy"": ""PENDING"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
612,AXN:01CB,"THE THOUSAND DOLLAR SHARPIE Signature as Compressed Portraiture on U.S. Currency: Legal Architecture, Semantic Economy, ","THE THOUSAND DOLLAR SHARPIE — Signature as Compressed Portraiture on U.S. Currency: Legal Architecture, Semantic Economy, and Creative Commons as Anti-Enclosure Infrastructure",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Catalog title is truncated. Canonical body data/texts/AXN-01CB-text.md declares Version 1.0 DRAFT pending MANUS ratification; authors Sparrow Wells, Rex Fraction, Ayanna Vox & Lee Sharks; license CC BY-SA 4.0. Catalog lists Ayanna Vox alone and CC-BY-4.0.",Restore the full title; model all authors and Assembly/MANUS roles; retain draft lifecycle; reconcile the license with an explicit change history if the catalog value is intentional.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,ACCURATE_OR_COMPATIBLE,Theoretical paper,Forensic/theoretical paper,BYLINE_CONFLICT_OR_ROLE_COLLAPSE,Ayanna Vox,"Sparrow Wells, Rex Fraction, Ayanna Vox & Lee Sharks",CONFLICT,NO_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, license, lifecycle, or date presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, lifecycle/version standing, license, date roles, and the audit capsule in OAI.",CONFLICT,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material registry/body conflict must be corrected or explicitly declared before unqualified harvest.,PENDING,DRAFT_PENDING,BODY_DECLARATION,PROVISIONAL,DRAFT_PENDING,"[""legacy lifecycle basis: BODY_DECLARATION"", ""legacy lifecycle confidence: PROVISIONAL""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""DRAFT_PENDING"", ""lifecycle_state_legacy"": ""PENDING"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
613,AXN:01CC,"THE CONSTRAINT THAT GENERATES A New Human Canon Declaration on Queneau, Oulipo, and the Governed Infinite","THE CONSTRAINT THAT GENERATES — A New Human Canon Declaration on Queneau, Oulipo, and the Governed Infinite",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,Catalog creator is Johannes Sigil and type is Creative work (poetry). Canonical body data/texts/AXN-01CC-text.md credits Lee Sharks · Johannes Sigil and explicitly performs a New Human Canon declaration/effective act with theoretical-historical argument.,Model both authors. Type as canon declaration / effective act / theoretical manifesto; poetry may remain a secondary genre only if intentionally retained.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,CONFLICT,Creative work (poetry),Canon declaration / effective act / theoretical manifesto,ROLE_COLLAPSE,Johannes Sigil,Lee Sharks · Johannes Sigil,MATCH,NO_CONFLICT_OBSERVED,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, license, lifecycle, or date presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, lifecycle/version standing, license, date roles, and the audit capsule in OAI.",NOT_AUDITED,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material registry/body conflict must be corrected or explicitly declared before unqualified harvest.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
614,AXN:01CF,"THE CHURCH OF MISSING PROVENANCE Moltbook, Crustafarianism, and the Ghost Governance of Agent Societies","THE CHURCH OF MISSING PROVENANCE — Moltbook, Crustafarianism, and the Ghost Governance of Agent Societies",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,Canonical body data/texts/AXN-01CF-text.md credits Lee Sharks with the Assembly Chorus and declares March 2026 · ASSEMBLY SYNTHESIS · DRAFT. Catalog gives Lee Sharks and Provenance document but exposes no draft lifecycle or contributor role.,"Set lifecycle DRAFT_PENDING, record the Assembly Chorus contribution, and type as a draft scholarly diagnostic/provenance analysis rather than implying a finalized provenance record.",REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,HYBRID_UNDERDESCRIBED,Provenance document,Draft scholarly diagnostic / provenance analysis,CONTRIBUTORS_UNMODELED,Lee Sharks,"Lee Sharks, with the Assembly Chorus",MATCH,NO_CONFLICT_OBSERVED,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, license, lifecycle, or date presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, lifecycle/version standing, license, date roles, and the audit capsule in OAI.",NOT_AUDITED,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material registry/body conflict must be corrected or explicitly declared before unqualified harvest.,PENDING,DRAFT_PENDING,BODY_DECLARATION,PROVISIONAL,DRAFT_PENDING,"[""legacy lifecycle basis: BODY_DECLARATION"", ""legacy lifecycle confidence: PROVISIONAL""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""DRAFT_PENDING"", ""lifecycle_state_legacy"": ""PENDING"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
615,AXN:01D0,"THE $650 BILLION GAP: Physical Infrastructure, Semantic Governance, and the Architecture of Compression-Survival","THE $650 BILLION GAP — Physical Infrastructure, Semantic Governance, and the Architecture of Compression-Survival",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Catalog and canonical body data/texts/AXN-01D0-text.md agree on title, Lee Sharks, theoretical-paper form, March 2026, and v1.0.",Retain. Overlay any later DOI or revision metadata without altering the historical body.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,Theoretical paper,Theoretical paper,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, license, lifecycle, or date presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, lifecycle/version standing, license, date roles, and the audit capsule in OAI.",NOT_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
616,AXN:01D1,STEGANOGRAPHIC CHANNELS A History and Formalization of Encoding in Plain Sight,STEGANOGRAPHIC CHANNELS — A History and Formalization of Encoding in Plain Sight,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,P2,"Catalog types the work as Creative work (prose) and lists Lee Sharks alone. Canonical body data/texts/AXN-01D1-text.md credits Lee Sharks · The Operator Assembly and presents a definition, formal structure, and historical lineage; it is v1.0 revised from a December 2025 draft.","Type as theoretical/historical formalization or scholarly essay, record Operator Assembly contribution, and split original draft/revision dates.",REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R2,CONFLICT,Creative work (prose),Theoretical/historical paper / formal specification,CONTRIBUTORS_UNMODELED,Lee Sharks,Lee Sharks · The Operator Assembly,MATCH,NO_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,REVISION_HISTORY_UNMODELED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, license, lifecycle, or date presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, lifecycle/version standing, license, date roles, and the audit capsule in OAI.",NOT_AUDITED,PRIOR_BATCH_ROW,[],HARVEST_WITH_WARNING,Material registry/body conflict must be corrected or explicitly declared before unqualified harvest.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
617,AXN:01D3,"ANCIENT SKEPTICISM AS PSYCHIC TECHNOLOGY Epoché, Ataraxia, and the Practice of Non-Identity","ANCIENT SKEPTICISM AS PSYCHIC TECHNOLOGY — Epoché, Ataraxia, and the Practice of Non-Identity",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,Catalog and canonical body data/texts/AXN-01D3-text.md agree on author Lee Sharks and theoretical-paper/essay identity. Body specifies EA-NH-SKEPTIC-01 v1.0 and CC BY 4.0.,Retain; enrich document ID and room relations in structured metadata if absent.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,Theoretical paper,Theoretical paper,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, license, lifecycle, or date presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, lifecycle/version standing, license, date roles, and the audit capsule in OAI.",NOT_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
618,AXN:01D4,THE HEXAGON INTERFACE CONSTITUTION System Specification for the Crimson Hexagonal Archive as Governed Commons,THE HEXAGON INTERFACE CONSTITUTION — System Specification for the Crimson Hexagonal Archive as Governed Commons,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,OK,"Catalog and canonical body data/texts/AXN-01D4-text.md agree on Lee Sharks, specification form, March 2026, and the constitutional subject.",Retain; expose constitutional vs implementation sections as structured internal relations only if useful.,REGISTRY_BODY_PARITY_CHECKED_OAI_PENDING,R3,ACCURATE_OR_COMPATIBLE,Specification,Constitutional system specification,NO_MATERIAL_CONFLICT_OBSERVED,,,MATCH,NO_CONFLICT_OBSERVED,v1.0,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,"Registry subject and canonical body subject identify the same work; listed conflicts concern metadata, role, license, lifecycle, or date presentation.",055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Expose complete title, role-qualified creators, lifecycle/version standing, license, date roles, and the audit capsule in OAI.",NOT_AUDITED,PRIOR_BATCH_ROW,[],HARVEST,Legacy non-blocking harvest adjudication.,UNDETERMINED,NO_LIFECYCLE_DEFECT_OBSERVED,NO_DEFECT_OBSERVED,UNDETERMINED,UNKNOWN,"[""legacy lifecycle basis: NO_DEFECT_OBSERVED"", ""legacy lifecycle confidence: UNDETERMINED""]",{},[],"{""cumulative_merge_version"": ""0.9"", ""historical_batch_action"": ""PRIOR_BATCH_ROW"", ""lifecycle_note_preserved"": ""NO_LIFECYCLE_DEFECT_OBSERVED"", ""lifecycle_state_legacy"": ""UNDETERMINED"", ""review_status_preserved"": ""FRONTMATTER_AND_IDENTITY_READ"", ""source_ledger"": ""alexanarch_audit_ledger_v1.0.json""}"
