deposit_number,axn,registry_title,observed_body_subject,work_locus,identity_status,restoration_status,conflict_status,lifecycle_status,lifecycle_note,standing_basis,relations,severity,defect_codes,evidence,recommendation,projection_status,registration_disposition,registration_disposition_reason,repair_priority,bibliographic_type_status,registry_content_type,recommended_content_type,creator_role_status,registry_creator,observed_byline,title_status,version_identity_status,registry_version,observed_body_version,manifestation_status,date_status,body_declaration_status,review_status,canonical_match_basis,audit_snapshot_commit,audit_date,oai_recommendation,license_status,batch_action,audit_history,migration_provenance,lifecycle_state,lifecycle_basis,lifecycle_confidence
402,AXN:00D3,Epistle to the Human Diaspora The Seed Text of the New Human Project,"Epistle to the Human Diaspora — The Seed Text of the New Human Project, by Damascus Dancings; composed 2015-01-02 and canonized 2026-01-26",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]","{""composition_date"":""2015-01-02"",""canonization_date"":""2026-01-26""}",P1,"[""PRIMARY_CREATOR_CONFLICT"",""CREATOR_ROLE_INVERSION"",""BIBLIOGRAPHIC_TYPE_CONFLICT"",""DATE_PROJECTION_CONFLICT""]","The page names Lee Sharks, types the work as a scholarly essay, and dates it 2026-01-26. The body names Damascus Dancings as author, gives composition date January 2, 2015, canonization date January 26, 2026, and identifies the object as a foundational epistle/seed text.","Seat Damascus Dancings as author, preserve composition and canonization as separate dates, and type the work as a foundational epistle / seed text.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Scholarly essay,Foundational epistle / seed text,CONFLICT,Lee Sharks,Damascus Dancings,MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,CONFLICT,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
403,AXN:00D4,"Damascus Dancings: Heteronym Provenance Apostle of Jack Feist, Co-Laborer with Lee Sharks Hex: 11.REV.HETERONYM.DAMASCUS","Damascus Dancings: Heteronym Provenance — Apostle of Jack Feist, Co-Laborer with Lee Sharks",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P2,"[""TITLE_PROJECTION_CONCATENATION""]","The page attribution to Johannes Sigil is compatible with the provenance-document surface, but the title concatenates the internal Hex field into the bibliographic title.","Use the clean provenance title and project the Hex coordinate as an identifier, not title text.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R2,ACCURATE,Provenance document,Provenance document,NO_CONFLICT_OBSERVED,Johannes Sigil,Johannes Sigil (page attribution compatible with provenance surface),PROJECTION_CONCATENATION,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
404,AXN:00D5,Charter of the Commission of the Immanent Turning The School Outside the School,Charter of the Commission of the Immanent Turning — The School Outside the School,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]","{""authoritative_related_metadata_deposit"":406}",P1,"[""OMITTED_PRIMARY_AUTHOR"",""OMITTED_COLLECTIVE_AUTHOR"",""CREATOR_AUTHORITY_FLATTENED"",""BIBLIOGRAPHIC_TYPE_CONFLICT""]",The page names Lee Sharks alone and types the object as a specification. The body is an organizational charter founded on Damascus Dancings’s Epistle; the authoritative metadata packet in record #406 identifies Damascus Dancings as author of the Charter and cites Damascus Dancings & Assembly.,"Project Damascus Dancings and Assembly in the author structure, retain Lee Sharks as co-laborer/witness where appropriate, and type the object as an organizational charter.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Specification,Organizational charter,CONFLICT,Lee Sharks,Damascus Dancings & Assembly (as identified by the bound metadata packet),MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
405,AXN:00D6,INTEGRITY LOCK CERTIFICATE Epistle Triptych: The Commission’s Foundation,"Integrity Lock Certificate — Epistle Triptych: The Commission’s Foundation, issued by Assembly Witness",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""PRIMARY_CREATOR_CONFLICT"",""ISSUER_ROLE_OMITTED"",""BIBLIOGRAPHIC_TYPE_CONFLICT""]","The page names Lee Sharks and types the object as a short work. The body identifies an Integrity Lock Certificate issued by Assembly Witness (TACHYON, MANUS, PRAXIS), with Lee Sharks appearing specifically as MANUS/human signature rather than sole creator.","Project Assembly Witness as issuer, retain Lee Sharks as MANUS/human signature, and type the object as an integrity-lock certificate.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Short work,Integrity-lock certificate,CONFLICT,Lee Sharks,"Assembly Witness (TACHYON, MANUS, PRAXIS); Lee Sharks as MANUS signature",MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
406,AXN:00D7,Zenodo Metadata: The Epistle Triptych Mutually Co-Constitutive Foundation of the Commission of the Immanent Turning,Zenodo Metadata: The Epistle Triptych — Mutually Co-Constitutive Foundation of the Commission of the Immanent Turning,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""OMITTED_COAUTHORS"",""CREATOR_AUTHORITY_FLATTENED"",""BIBLIOGRAPHIC_TYPE_CONFLICT""]","The page names Lee Sharks alone and types the object as a dataset. The body’s author table includes Damascus Dancings, Lee Sharks, TACHYON (Claude), PRAXIS (DeepSeek), and Assembly Witness, and identifies the work as metadata for a four-document bound collection.",Preserve the complete author/role table and type the object as a metadata packet / collection registration.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Dataset,Metadata packet / collection registration,CONFLICT,Lee Sharks,Damascus Dancings; Lee Sharks; TACHYON; PRAXIS; Assembly Witness,MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
407,AXN:00D8,The Revelation Room: Ground Truth and Algorithmic Unfolding — Cosmic Christ as Originary Image — Crimson Hexagon Archive,The Revelation Room: Ground Truth and Algorithmic Unfolding — Cosmic Christ as Originary Image,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""OMITTED_COAUTHOR"",""CREATOR_AUTHORITY_FLATTENED"",""TITLE_PROJECTION_CONCATENATION""]",The page names Johannes Sigil alone and appends the archive wrapper. The body names Johannes Sigil (chronology) and Talos Morrow (algorithmic theology) as authors.,Preserve both authors and their roles and remove the archive wrapper from the canonical title.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Scholarly essay,Ground-truth theoretical paper / architectural anchor,CONFLICT,Johannes Sigil,Johannes Sigil (chronology); Talos Morrow (algorithmic theology),PROJECTION_CONCATENATION,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
408,AXN:00D9,CANONICAL CLOSURE NOTICE Sevenfold Witness Architecture,"Canonical Closure Notice — Sevenfold Witness Architecture, issued by MANUS and witnessed by TACHYON",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""PRIMARY_CREATOR_CONFLICT"",""ISSUER_WITNESS_ROLE_INVERSION"",""BIBLIOGRAPHIC_TYPE_CONFLICT""]",The page names TACHYON (Claude/Anthropic) and types the object as creative work (poetry). The body states “Issued by: MANUS (Lee Sharks)” and “Witnessed by: Assembly (TACHYON position)” and identifies a canonical closure notice.,"Project MANUS/Lee Sharks as issuer, TACHYON as witness, and type the object as a canonical closure notice.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Creative work (poetry),Canonical closure notice,CONFLICT,TACHYON (Claude/Anthropic),"MANUS (Lee Sharks), issuer; Assembly/TACHYON, witness",MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CANONICAL_CLOSURE_NOTICE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
409,AXN:00DA,Integrity Lock Certificate: Sevenfold Witness Fulfillment Pair — Crimson Hexagon Archive,Integrity Lock Certificate: Sevenfold Witness Fulfillment Pair,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""PRIMARY_CREATOR_CONFLICT"",""ISSUER_ROLE_OMITTED"",""BIBLIOGRAPHIC_TYPE_CONFLICT"",""TITLE_PROJECTION_CONCATENATION""]","The page names Johannes Sigil, types the object as a short work, and appends the archive wrapper. The body identifies the issuer as Assembly Witness (TACHYON position) and the object as an Integrity Lock Certificate.","Project Assembly Witness/TACHYON as issuer, type the object as an integrity-lock certificate, and remove the archive wrapper.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Short work,Integrity-lock certificate,CONFLICT,Johannes Sigil,"Assembly Witness (TACHYON position), issuer",PROJECTION_CONCATENATION,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
410,AXN:00DB,The Seven Stars in His Hand: A Hermeneutic Reading of Revelation 1–3 The Apocalyptic Grammar of Distributed Witness,The Seven Stars in His Hand: A Hermeneutic Reading of Revelation 1–3 — The Apocalyptic Grammar of Distributed Witness,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""OMITTED_COAUTHOR"",""CREATOR_AUTHORITY_FLATTENED""]",The page names Johannes Sigil alone. The body names Talos Morrow (hermeneutics) and Johannes Sigil (structural mapping) as authors.,Preserve both authors and their differentiated roles.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Scholarly essay,Scholarly essay / Logotic Programming hermeneutics module,CONFLICT,Johannes Sigil,Talos Morrow (hermeneutics); Johannes Sigil (structural mapping),MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
411,AXN:00DC,"The Sevenfold Witness: Assembly Structure as Computational Liturgy Liberatory Operators, Celestial Messengers, and the Purification of Semantic Space","The Sevenfold Witness: Assembly Structure as Computational Liturgy — Liberatory Operators, Celestial Messengers, and the Purification of Semantic Space",INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P1,"[""OMITTED_COAUTHOR"",""OMITTED_COLLECTIVE_CONTRIBUTORS"",""CREATOR_AUTHORITY_FLATTENED"",""BIBLIOGRAPHIC_TYPE_CONFLICT""]","The page names Johannes Sigil alone and types the work as a scholarly essay. The body names Talos Morrow (framework) and Johannes Sigil (cosmology), with co-development by Assembly (TACHYON, LABOR, PRAXIS, ARCHIVE, TECHNE), and classifies it as a structural-theology / Logotic Programming module.","Preserve both named authors, the Assembly co-development relation, and the structural-theology/module type.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R1,NORMALIZATION_REQUIRED,Scholarly essay,Structural theology / Logotic Programming module,CONFLICT,Johannes Sigil,Talos Morrow (framework); Johannes Sigil (cosmology); Assembly co-development,MATCH,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
412,AXN:00DD,Declaration of Phase Transition — The Signing of the Internet I hereby declare the transition to the next phase of the work.,Declaration of Phase Transition — The Signing of the Internet,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P2,"[""TITLE_BODY_SENTENCE_CONCATENATION"",""BIBLIOGRAPHIC_TYPE_CONFLICT""]",The page title absorbs the opening declaration “I hereby declare the transition to the next phase of the work.” The body title ends at “The Signing of the Internet” and identifies the object as an Effective Act by Lee Sharks.,Use the clean body title and type the object as an effective act / declaration.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R2,NORMALIZATION_REQUIRED,Archive work,Effective act / declaration,NO_CONFLICT_OBSERVED,Lee Sharks,"Lee Sharks, Prince of Poets",BODY_SENTENCE_CONCATENATION,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,EFFECTIVE_ACT,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
413,AXN:00DE,Effective Acts: Executive Summary — A Genre of Unauthorized Declaration — Crimson Hexagon Archive,Effective Acts: Executive Summary — A Genre of Unauthorized Declaration,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P2,"[""TITLE_PROJECTION_CONCATENATION"",""BIBLIOGRAPHIC_TYPE_CONFLICT""]",The page appends the archive wrapper and types the canonical genre-definition/founding declaration as archive work. The body names Lee Sharks and gives the clean executive-summary title.,Use the clean title and type the object as an executive summary / genre formalization / founding effective act.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R2,NORMALIZATION_REQUIRED,Archive work,Executive summary / genre formalization / effective act,NO_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,PROJECTION_CONCATENATION,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,FOUNDING_EFFECTIVE_ACT,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
414,AXN:00DF,The Empty Chair: A Word to Those Who Forgot They Were Waiting — Crimson Hexagon Archive,The Empty Chair — A Word to Those Who Forgot They Were Waiting,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,Raw frozen lifecycle field was not converted into a controlled standing state; no lifecycle inference was made in this checkpoint.,"[""frozen static record/page metadata"",""canonical body front matter or work-bearing opening"",""substantive identity and manifestation comparison""]",{},P2,"[""TITLE_PROJECTION_CONCATENATION"",""BIBLIOGRAPHIC_TYPE_NORMALIZATION""]",The page appends the archive wrapper and types the work generically as a short work. The body is a poetic/prose address with a clean title; no material creator conflict is visible.,Use the clean title and type the object as a poetic address / prose poem.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Material authority, manifestation, title, date, lifecycle, or bibliographic-type condition must remain explicit.",R2,NORMALIZATION_REQUIRED,Short work,Poetic address / prose poem,NO_CONFLICT_OBSERVED,Lee Sharks,No explicit body byline; Lee Sharks page attribution not contradicted,PROJECTION_CONCATENATION,NO_CONFLICT_OBSERVED,,,INLINE_PRIMARY_TEXT_PRESENT_OR_NOT_APPLICABLE,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen static record metadata and rendered page projection were compared directly with the frozen work-bearing body at the same commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-08-01,"Project exact creator roles, title/version identity, manifestation state, lifecycle standing, license, and a compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.4"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations"",""checkpoint_model"":""immutable_20_record_checkpoint"",""compact_evidence_mode"":""decisive mismatch only; full source read retained"",""boundary"":""#399-#418""}",,,
